family,variant,symbol,timeframe,requested_range,actual_range,net_perf_pct,asset_symbol,asset_perf_pct,excess_vs_asset_pct,beat_asset,max_drawdown_pct,positions,win_rate_pct,notes
Opening range breakout,"long+short, 12-bar ORB, volume >= 2.0x SMA20, 3.0R target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,2.27,QQQ,16.77,-14.5,False,-2.34,45,55.56,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
VWAP trend / reclaim,"long-only pullback, after 1 bars, 0.5% target, no stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,2.2,QQQ,16.77,-14.57,False,-6.16,203,28.08,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long-only pullback, after 1 bars, 0.5% target, 0.5% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,2.2,QQQ,16.77,-14.57,False,-6.16,203,28.08,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long-only pullback, after 1 bars, 0.5% target, 1.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,2.2,QQQ,16.77,-14.57,False,-6.16,203,28.08,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long-only pullback, after 1 bars, 0.5% target, 2.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,2.2,QQQ,16.77,-14.57,False,-6.16,203,28.08,Intraday VWAP parameter search; source proxy only; no costs/slippage.
Opening range breakout,"long+short, 6-bar ORB, volume >= 1.2x SMA20, 0.5R target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,2.16,QQQ,16.77,-14.61,False,-3.55,91,61.54,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
Opening range breakout,"long+short, 3-bar ORB, volume >= 1.2x SMA20, 0.5R target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,2.14,QQQ,16.77,-14.63,False,-3.85,112,63.39,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
Opening range breakout,"long+short, 1-bar ORB, volume >= 1.5x SMA20, 1.0R target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,2.05,QQQ,16.77,-14.72,False,-3.52,93,52.69,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
Opening range breakout,"long+short, 12-bar ORB, volume >= 2.0x SMA20, 1.0R target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,2.01,QQQ,16.77,-14.76,False,-2.34,47,55.32,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
Opening range breakout,"long+short, 1-bar ORB, volume >= 2.0x SMA20, 0.5R target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.89,QQQ,16.77,-14.88,False,-2.4,76,57.89,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
Opening range breakout,"long+short, 1-bar ORB, volume >= 1.0x SMA20, 3.0R target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.83,QQQ,16.77,-14.94,False,-4.84,96,46.88,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
VWAP trend / reclaim,"long+short reclaim, after 6 bars, 0.5% target, no stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.75,QQQ,16.77,-15.02,False,-3.15,155,27.1,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short reclaim, after 6 bars, 0.5% target, 0.5% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.75,QQQ,16.77,-15.02,False,-3.15,155,27.1,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short reclaim, after 6 bars, 0.5% target, 1.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.75,QQQ,16.77,-15.02,False,-3.15,155,27.1,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short reclaim, after 6 bars, 0.5% target, 2.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.75,QQQ,16.77,-15.02,False,-3.15,155,27.1,Intraday VWAP parameter search; source proxy only; no costs/slippage.
Opening range breakout,"long+short, 2-bar ORB, volume >= 1.0x SMA20, 0.5R target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.75,QQQ,16.77,-15.02,False,-4.44,141,61.7,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
Opening range breakout,"long+short, 1-bar ORB, volume >= 1.0x SMA20, no target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.74,QQQ,16.77,-15.03,False,-4.84,93,46.24,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 6 bars, 0.5% target, no stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.67,QQQ,16.77,-15.1,False,-3.22,231,26.41,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 6 bars, 0.5% target, 0.5% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.67,QQQ,16.77,-15.1,False,-3.22,231,26.41,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 6 bars, 0.5% target, 1.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.67,QQQ,16.77,-15.1,False,-3.22,231,26.41,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 6 bars, 0.5% target, 2.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.67,QQQ,16.77,-15.1,False,-3.22,231,26.41,Intraday VWAP parameter search; source proxy only; no costs/slippage.
Opening range breakout,"long+short, 1-bar ORB, volume >= 1.5x SMA20, 1.5R target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.36,QQQ,16.77,-15.41,False,-3.59,84,48.81,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 2 bars, no target, no stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.34,QQQ,16.77,-15.43,False,-4.6,257,26.07,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 2 bars, no target, 0.5% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.34,QQQ,16.77,-15.43,False,-4.6,257,26.07,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 2 bars, no target, 1.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.34,QQQ,16.77,-15.43,False,-4.6,257,26.07,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 2 bars, no target, 2.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.34,QQQ,16.77,-15.43,False,-4.6,257,26.07,Intraday VWAP parameter search; source proxy only; no costs/slippage.
Opening range breakout,"long+short, 1-bar ORB, volume >= 1.2x SMA20, 1.5R target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.24,QQQ,16.77,-15.53,False,-5.51,102,50.98,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 2 bars, 2.0% target, no stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.18,QQQ,16.77,-15.59,False,-4.6,257,26.07,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 2 bars, 2.0% target, 0.5% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.18,QQQ,16.77,-15.59,False,-4.6,257,26.07,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 2 bars, 2.0% target, 1.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.18,QQQ,16.77,-15.59,False,-4.6,257,26.07,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 2 bars, 2.0% target, 2.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.18,QQQ,16.77,-15.59,False,-4.6,257,26.07,Intraday VWAP parameter search; source proxy only; no costs/slippage.
Opening range breakout,"long+short, 1-bar ORB, volume >= 1.5x SMA20, 2.0R target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.11,QQQ,16.77,-15.66,False,-3.68,79,49.37,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
Opening range breakout,"long+short, 1-bar ORB, volume >= 1.5x SMA20, 0.5R target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.08,QQQ,16.77,-15.69,False,-3.69,111,56.76,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 6 bars, no target, no stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.06,QQQ,16.77,-15.71,False,-3.29,219,26.94,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 6 bars, no target, 0.5% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.06,QQQ,16.77,-15.71,False,-3.29,219,26.94,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 6 bars, no target, 1.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.06,QQQ,16.77,-15.71,False,-3.29,219,26.94,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 6 bars, no target, 2.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,1.06,QQQ,16.77,-15.71,False,-3.29,219,26.94,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 6 bars, 1.0% target, no stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.99,QQQ,16.77,-15.78,False,-3.36,221,26.7,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 6 bars, 1.0% target, 0.5% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.99,QQQ,16.77,-15.78,False,-3.36,221,26.7,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 6 bars, 1.0% target, 1.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.99,QQQ,16.77,-15.78,False,-3.36,221,26.7,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 6 bars, 1.0% target, 2.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.99,QQQ,16.77,-15.78,False,-3.36,221,26.7,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short reclaim, after 2 bars, 1.0% target, no stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.94,QQQ,16.77,-15.83,False,-2.61,182,26.92,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short reclaim, after 2 bars, 1.0% target, 0.5% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.94,QQQ,16.77,-15.83,False,-2.61,182,26.92,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short reclaim, after 2 bars, 1.0% target, 1.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.94,QQQ,16.77,-15.83,False,-2.61,182,26.92,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short reclaim, after 2 bars, 1.0% target, 2.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.94,QQQ,16.77,-15.83,False,-2.61,182,26.92,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 6 bars, 2.0% target, no stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.9,QQQ,16.77,-15.87,False,-3.29,219,26.94,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 6 bars, 2.0% target, 0.5% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.9,QQQ,16.77,-15.87,False,-3.29,219,26.94,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 6 bars, 2.0% target, 1.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.9,QQQ,16.77,-15.87,False,-3.29,219,26.94,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 6 bars, 2.0% target, 2.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.9,QQQ,16.77,-15.87,False,-3.29,219,26.94,Intraday VWAP parameter search; source proxy only; no costs/slippage.
Opening range breakout,"long+short, 3-bar ORB, volume >= 0.8x SMA20, 0.5R target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.87,QQQ,16.77,-15.9,False,-4.34,142,61.27,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
Opening range breakout,"long+short, 1-bar ORB, volume >= 1.2x SMA20, 1.0R target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.83,QQQ,16.77,-15.94,False,-6.22,114,54.39,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
VWAP trend / reclaim,"long+short state, after 6 bars, no target, no stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.8,QQQ,16.77,-15.97,False,-5.41,275,26.91,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short state, after 6 bars, no target, 0.5% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.8,QQQ,16.77,-15.97,False,-5.41,275,26.91,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short state, after 6 bars, no target, 1.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.8,QQQ,16.77,-15.97,False,-5.41,275,26.91,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short state, after 6 bars, no target, 2.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.8,QQQ,16.77,-15.97,False,-5.41,275,26.91,Intraday VWAP parameter search; source proxy only; no costs/slippage.
Opening range breakout,"long+short, 12-bar ORB, volume >= 1.5x SMA20, 0.5R target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.8,QQQ,16.77,-15.97,False,-3.0,65,55.38,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
Opening range breakout,"long+short, 6-bar ORB, volume >= 1.5x SMA20, 1.5R target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.79,QQQ,16.77,-15.97,False,-3.35,62,53.23,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
VWAP trend / reclaim,"long+short state, after 6 bars, 1.0% target, no stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.76,QQQ,16.77,-16.01,False,-5.41,291,27.49,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short state, after 6 bars, 1.0% target, 1.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.76,QQQ,16.77,-16.01,False,-5.41,291,27.49,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short state, after 6 bars, 1.0% target, 2.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.76,QQQ,16.77,-16.01,False,-5.41,291,27.49,Intraday VWAP parameter search; source proxy only; no costs/slippage.
Opening range breakout,"long+short, 2-bar ORB, volume >= 1.2x SMA20, 0.5R target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.71,QQQ,16.77,-16.06,False,-4.74,126,61.11,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
Opening range breakout,"long+short, 1-bar ORB, volume >= 1.2x SMA20, 3.0R target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.62,QQQ,16.77,-16.15,False,-5.9,88,47.73,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
VWAP trend / reclaim,"long+short state, after 6 bars, 1.0% target, 0.5% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.61,QQQ,16.77,-16.16,False,-5.41,294,27.55,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short state, after 6 bars, 2.0% target, no stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.58,QQQ,16.77,-16.19,False,-5.41,276,26.81,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short state, after 6 bars, 2.0% target, 0.5% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.58,QQQ,16.77,-16.19,False,-5.41,276,26.81,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short state, after 6 bars, 2.0% target, 1.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.58,QQQ,16.77,-16.19,False,-5.41,276,26.81,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short state, after 6 bars, 2.0% target, 2.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.58,QQQ,16.77,-16.19,False,-5.41,276,26.81,Intraday VWAP parameter search; source proxy only; no costs/slippage.
Opening range breakout,"long+short, 12-bar ORB, volume >= 1.5x SMA20, no target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.58,QQQ,16.77,-16.19,False,-2.5,53,52.83,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
Opening range breakout,"long+short, 12-bar ORB, volume >= 1.5x SMA20, 1.5R target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.58,QQQ,16.77,-16.19,False,-2.5,53,52.83,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
Opening range breakout,"long+short, 12-bar ORB, volume >= 1.5x SMA20, 2.0R target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.58,QQQ,16.77,-16.19,False,-2.5,53,52.83,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
Opening range breakout,"long+short, 12-bar ORB, volume >= 1.5x SMA20, 3.0R target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.58,QQQ,16.77,-16.19,False,-2.5,53,52.83,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
Opening range breakout,"long+short, 6-bar ORB, volume >= 1.5x SMA20, no target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.53,QQQ,16.77,-16.24,False,-3.35,60,53.33,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
Opening range breakout,"long+short, 6-bar ORB, volume >= 1.5x SMA20, 2.0R target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.53,QQQ,16.77,-16.24,False,-3.35,60,53.33,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
Opening range breakout,"long+short, 6-bar ORB, volume >= 1.5x SMA20, 3.0R target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.53,QQQ,16.77,-16.24,False,-3.35,60,53.33,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
Opening range breakout,"long+short, 1-bar ORB, volume >= 1.2x SMA20, no target",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.52,QQQ,16.77,-16.25,False,-5.9,86,47.67,Intraday ORB parameter search; ETF proxy for stocks-in-play; no costs/slippage.
VWAP trend / reclaim,"long+short reclaim, after 2 bars, no target, no stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.4,QQQ,16.77,-16.37,False,-2.78,180,26.11,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short reclaim, after 2 bars, no target, 0.5% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.4,QQQ,16.77,-16.37,False,-2.78,180,26.11,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short reclaim, after 2 bars, no target, 1.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.4,QQQ,16.77,-16.37,False,-2.78,180,26.11,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short reclaim, after 2 bars, no target, 2.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.4,QQQ,16.77,-16.37,False,-2.78,180,26.11,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 3 bars, no target, no stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.4,QQQ,16.77,-16.37,False,-4.9,244,26.23,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 3 bars, no target, 0.5% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.4,QQQ,16.77,-16.37,False,-4.9,244,26.23,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 3 bars, no target, 1.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.4,QQQ,16.77,-16.37,False,-4.9,244,26.23,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 3 bars, no target, 2.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.4,QQQ,16.77,-16.37,False,-4.9,244,26.23,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 2 bars, 0.5% target, no stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.37,QQQ,16.77,-16.4,False,-4.55,275,25.45,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 2 bars, 0.5% target, 0.5% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.37,QQQ,16.77,-16.4,False,-4.55,275,25.45,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 2 bars, 0.5% target, 1.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.37,QQQ,16.77,-16.4,False,-4.55,275,25.45,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 2 bars, 0.5% target, 2.0% stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.37,QQQ,16.77,-16.4,False,-4.55,275,25.45,Intraday VWAP parameter search; source proxy only; no costs/slippage.
VWAP trend / reclaim,"long+short pullback, after 2 bars, 1.0% target, no stop",QQQ,5m,period=60d; interval=5m,2026-02-24 09:30:00-05:00 to 2026-05-19 15:55:00-04:00,0.29,QQQ,16.77,-16.48,False,-4.42,260,25.77,Intraday VWAP parameter search; source proxy only; no costs/slippage.
