family,variant,symbol,timeframe,requested_range,actual_range,net_perf_pct,asset_symbol,asset_perf_pct,excess_vs_asset_pct,beat_asset,strategy_max_drawdown_pct,asset_max_drawdown_pct,positions,win_rate_pct,notes
RSI pullback,"RSI3<=3, above SMA100, exit above SMA20, 20% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,251.82,SOXL,28725.16,-28473.34,False,-54.21,-90.46,153,33.99,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=15, above SMA100, exit above SMA5, 10% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,251.08,SOXL,28725.16,-28474.08,False,-58.31,-90.46,171,67.25,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=20, above SMA20, exit above SMA3, 10% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,250.99,SOXL,28725.16,-28474.17,False,-43.15,-90.46,133,57.89,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=5, above SMA100, exit above SMA3, 20% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,250.84,SOXL,28725.16,-28474.32,False,-46.25,-90.46,135,65.19,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=10, above SMA200, exit above SMA3, 20% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,250.75,SOXL,28725.16,-28474.41,False,-49.19,-90.46,289,68.86,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA150, exit above SMA2, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,250.03,SOXL,28725.16,-28475.13,False,-24.28,-90.46,108,61.11,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=25, above SMA100, exit above SMA5, 20% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,249.96,SOXL,28725.16,-28475.2,False,-69.86,-90.46,161,68.94,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=25, above SMA100, exit above SMA3, no stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,249.9,SOXL,28725.16,-28475.26,False,-53.32,-90.46,234,57.69,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=10, above SMA50, exit above SMA10, no stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,249.63,SOXL,28725.16,-28475.53,False,-46.07,-90.46,69,62.32,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=10, above SMA50, exit above SMA10, 20% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,249.63,SOXL,28725.16,-28475.53,False,-46.07,-90.46,69,62.32,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=25, above SMA200, exit above SMA50, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,248.77,SOXL,28725.16,-28476.39,False,-53.35,-90.46,312,16.67,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=15, above SMA50, exit above SMA20, no stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,247.84,SOXL,28725.16,-28477.32,False,-63.52,-90.46,424,16.75,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=15, above SMA50, exit above SMA20, 20% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,247.84,SOXL,28725.16,-28477.32,False,-63.52,-90.46,424,16.75,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA10/SMA40 cross, 10% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,247.22,SOXL,28725.16,-28477.94,False,-79.79,-90.46,62,37.1,Daily MA parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=3, above SMA50, exit above SMA2, no stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,247.21,SOXL,28725.16,-28477.95,False,-23.89,-90.46,108,67.59,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=3, above SMA50, exit above SMA2, 20% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,247.21,SOXL,28725.16,-28477.95,False,-23.89,-90.46,108,67.59,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=15, above SMA50, exit above SMA3, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,247.07,SOXL,28725.16,-28478.08,False,-64.45,-90.46,97,63.92,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA200, exit above SMA2, no stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,246.39,SOXL,28725.16,-28478.77,False,-22.11,-90.46,105,62.86,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=10, above SMA150, exit above SMA10, no stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,246.09,SOXL,28725.16,-28479.07,False,-63.37,-90.46,85,68.24,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=10, above SMA150, exit above SMA10, 20% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,246.09,SOXL,28725.16,-28479.07,False,-63.37,-90.46,85,68.24,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=10, above SMA100, exit above SMA3, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,246.06,SOXL,28725.16,-28479.1,False,-57.31,-90.46,312,65.06,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA150, exit above SMA10, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,245.41,SOXL,28725.16,-28479.75,False,-49.07,-90.46,95,60.0,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=5, above SMA100, exit above SMA3, 10% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,245.04,SOXL,28725.16,-28480.12,False,-66.57,-90.46,280,67.5,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=10, above SMA50, exit above SMA5, 10% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,244.52,SOXL,28725.16,-28480.64,False,-60.05,-90.46,124,62.9,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=5, above SMA200, exit above SMA2, no stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,244.13,SOXL,28725.16,-28481.03,False,-17.14,-90.46,73,68.49,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=5, above SMA200, exit above SMA2, 20% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,244.13,SOXL,28725.16,-28481.03,False,-17.14,-90.46,73,68.49,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=10, above SMA150, exit above SMA5, 20% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,244.07,SOXL,28725.16,-28481.09,False,-65.13,-90.46,84,73.81,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA200, exit above SMA2, no stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,243.44,SOXL,28725.16,-28481.71,False,-13.07,-90.46,65,67.69,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA200, exit above SMA2, 20% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,243.44,SOXL,28725.16,-28481.71,False,-13.07,-90.46,65,67.69,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=20, above SMA100, exit above SMA20, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,243.21,SOXL,28725.16,-28481.95,False,-59.84,-90.46,471,20.59,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=20, above SMA150, exit above SMA5, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,242.69,SOXL,28725.16,-28482.47,False,-61.69,-90.46,377,55.17,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=20, above SMA100, exit above SMA50, no stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,242.55,SOXL,28725.16,-28482.61,False,-49.95,-90.46,355,12.11,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=20, above SMA100, exit above SMA50, 20% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,242.55,SOXL,28725.16,-28482.61,False,-49.95,-90.46,355,12.11,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=20, above SMA100, exit above SMA3, 10% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,242.15,SOXL,28725.16,-28483.0,False,-62.56,-90.46,141,63.83,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=25, above SMA100, exit above SMA2, no stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,242.01,SOXL,28725.16,-28483.15,False,-33.74,-90.46,167,63.47,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=25, above SMA100, exit above SMA2, 20% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,242.01,SOXL,28725.16,-28483.15,False,-33.74,-90.46,167,63.47,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA50, exit above SMA10, no stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,241.87,SOXL,28725.16,-28483.29,False,-54.49,-90.46,59,67.8,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA50, exit above SMA10, 20% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,241.87,SOXL,28725.16,-28483.29,False,-54.49,-90.46,59,67.8,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=20, above SMA50, exit above SMA2, 10% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,240.17,SOXL,28725.16,-28484.99,False,-52.8,-90.46,133,57.14,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=20, above SMA50, exit above SMA5, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,239.6,SOXL,28725.16,-28485.56,False,-66.22,-90.46,330,51.52,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=25, above SMA150, exit above SMA2, 10% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,239.23,SOXL,28725.16,-28485.92,False,-57.5,-90.46,226,56.19,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA150, exit above SMA50, no stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,238.87,SOXL,28725.16,-28486.29,False,-29.82,-90.46,127,22.83,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA150, exit above SMA50, 20% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,238.87,SOXL,28725.16,-28486.29,False,-29.82,-90.46,127,22.83,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=15, above SMA50, exit above SMA20, 10% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,238.64,SOXL,28725.16,-28486.52,False,-63.52,-90.46,425,16.71,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=25, above SMA100, exit above SMA3, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,238.63,SOXL,28725.16,-28486.53,False,-63.41,-90.46,383,63.97,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=25, above SMA200, exit above SMA5, 10% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,237.93,SOXL,28725.16,-28487.23,False,-58.61,-90.46,227,66.52,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=20, above SMA150, exit above SMA50, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,237.82,SOXL,28725.16,-28487.34,False,-28.51,-90.46,248,17.34,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=5, above SMA50, exit above SMA3, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,237.11,SOXL,28725.16,-28488.04,False,-55.44,-90.46,264,65.15,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=3, above SMA50, exit above SMA3, no stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,236.84,SOXL,28725.16,-28488.32,False,-67.97,-90.46,246,67.48,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=3, above SMA50, exit above SMA3, 20% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,236.84,SOXL,28725.16,-28488.32,False,-67.97,-90.46,246,67.48,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=20, above SMA100, exit above SMA2, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,236.6,SOXL,28725.16,-28488.56,False,-50.51,-90.46,384,59.9,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=15, above SMA150, exit above SMA3, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,236.45,SOXL,28725.16,-28488.71,False,-60.31,-90.46,349,65.33,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=20, above SMA100, exit above SMA3, no stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,235.62,SOXL,28725.16,-28489.54,False,-63.2,-90.46,315,66.35,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=10, above SMA100, exit above SMA2, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,235.57,SOXL,28725.16,-28489.59,False,-18.79,-90.46,102,66.67,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=5, above SMA150, exit above SMA50, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,235.17,SOXL,28725.16,-28489.99,False,-40.43,-90.46,445,12.36,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=15, above SMA100, exit above SMA5, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,234.97,SOXL,28725.16,-28490.19,False,-64.31,-90.46,339,54.87,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=5, above SMA100, exit above SMA10, 10% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,234.58,SOXL,28725.16,-28490.58,False,-31.9,-90.46,33,72.73,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
Moving-average trend,"SMA30/SMA50 state, 20% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,233.33,SOXL,28725.16,-28491.83,False,-88.35,-90.46,64,42.19,Daily MA parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA200, exit above SMA2, 20% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,233.02,SOXL,28725.16,-28492.14,False,-22.11,-90.46,106,62.26,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=25, above SMA50, exit above SMA20, no stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,232.35,SOXL,28725.16,-28492.81,False,-56.35,-90.46,146,32.19,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=25, above SMA50, exit above SMA20, 10% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,232.35,SOXL,28725.16,-28492.81,False,-56.35,-90.46,146,32.19,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=25, above SMA50, exit above SMA20, 20% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,232.35,SOXL,28725.16,-28492.81,False,-56.35,-90.46,146,32.19,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=10, above SMA50, exit above SMA2, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,232.34,SOXL,28725.16,-28492.82,False,-48.17,-90.46,289,64.71,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=10, above SMA200, exit above SMA3, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,232.3,SOXL,28725.16,-28492.86,False,-43.58,-90.46,97,65.98,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=20, above SMA50, exit above SMA20, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,232.27,SOXL,28725.16,-28492.88,False,-55.74,-90.46,108,34.26,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=10, above SMA50, exit above SMA3, no stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,232.21,SOXL,28725.16,-28492.95,False,-59.9,-90.46,124,62.1,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=10, above SMA50, exit above SMA3, 20% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,232.21,SOXL,28725.16,-28492.95,False,-59.9,-90.46,124,62.1,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=10, above SMA100, exit above SMA3, no stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,231.79,SOXL,28725.16,-28493.37,False,-29.17,-90.46,84,65.48,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=15, above SMA100, exit above SMA2, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,231.5,SOXL,28725.16,-28493.66,False,-40.46,-90.46,132,65.91,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=15, above SMA100, exit above SMA3, 20% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,231.4,SOXL,28725.16,-28493.76,False,-50.12,-90.46,109,65.14,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=25, above SMA100, exit above SMA5, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,231.33,SOXL,28725.16,-28493.83,False,-48.87,-90.46,146,66.44,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=20, above SMA50, exit above SMA20, no stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,230.91,SOXL,28725.16,-28494.25,False,-63.52,-90.46,453,16.11,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=20, above SMA50, exit above SMA20, 20% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,230.91,SOXL,28725.16,-28494.25,False,-63.52,-90.46,453,16.11,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=25, above SMA100, exit above SMA3, 10% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,230.78,SOXL,28725.16,-28494.37,False,-63.6,-90.46,186,58.06,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=3, above SMA100, exit above SMA5, no stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,230.31,SOXL,28725.16,-28494.85,False,-58.14,-90.46,118,68.64,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=15, above SMA150, exit above SMA50, 10% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,230.31,SOXL,28725.16,-28494.85,False,-32.68,-90.46,190,18.95,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=20, above SMA150, exit above SMA3, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,229.2,SOXL,28725.16,-28495.96,False,-59.45,-90.46,372,65.59,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=15, above SMA200, exit above SMA20, 10% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,229.08,SOXL,28725.16,-28496.08,False,-53.95,-90.46,148,41.89,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=20, above SMA150, exit above SMA3, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,228.95,SOXL,28725.16,-28496.21,False,-54.0,-90.46,132,60.61,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=15, above SMA50, exit above SMA5, 10% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,228.89,SOXL,28725.16,-28496.27,False,-70.59,-90.46,89,64.04,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=10, above SMA200, exit above SMA5, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,228.66,SOXL,28725.16,-28496.5,False,-48.3,-90.46,95,66.32,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=3, above SMA100, exit above SMA2, 10% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,228.13,SOXL,28725.16,-28497.03,False,-29.36,-90.46,131,67.18,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=25, above SMA200, exit above SMA2, 10% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,227.2,SOXL,28725.16,-28497.96,False,-31.74,-90.46,196,60.71,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=10, above SMA50, exit above SMA3, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,227.19,SOXL,28725.16,-28497.96,False,-62.1,-90.46,135,62.22,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=5, above SMA50, exit above SMA2, 5% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,226.55,SOXL,28725.16,-28498.6,False,-31.46,-90.46,125,65.6,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=15, above SMA100, exit above SMA3, 20% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,226.23,SOXL,28725.16,-28498.93,False,-64.53,-90.46,301,66.11,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=25, above SMA100, exit above SMA5, 10% stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,226.14,SOXL,28725.16,-28499.01,False,-56.4,-90.46,134,68.66,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=20, above SMA20, exit above SMA2, no stop",SOXL,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,226.1,SOXL,28725.16,-28499.06,False,-35.39,-90.46,141,56.03,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
