strategy,signal_date,trade_date,selected_ticker,selected_company,selected_score,nasdaq100_date_added,date_source,skipped_not_yet_nasdaq100_count,first_skipped_tickers,prior_holding,equity_before_rebalance
Nasdaq-100 Top1 PIT membership,2025-06-30,2025-07-01,PLTR,Palantir Technologies,0.4848264599784158,2024-12-23,Wikipedia Nasdaq-100 changes table,0,,PLTR,9.176069647275716
Nasdaq-100 Top1 PIT membership,2025-07-31,2025-08-01,PLTR,Palantir Technologies,0.6384151100269431,2024-12-23,Wikipedia Nasdaq-100 changes table,0,,PLTR,10.517850091492111
Nasdaq-100 Top1 PIT membership,2025-08-29,2025-09-02,PLTR,Palantir Technologies,0.8646962967248766,2024-12-23,Wikipedia Nasdaq-100 changes table,0,,PLTR,10.256684104706611
Nasdaq-100 Top1 PIT membership,2025-09-30,2025-10-01,PLTR,Palantir Technologies,0.856753600482062,2024-12-23,Wikipedia Nasdaq-100 changes table,2,"WDC, STX",PLTR,12.29988144526362
Nasdaq-100 Top1 PIT membership,2025-10-31,2025-11-03,MU,Micron Technology,1.278530084746686,2010-12-20,Wikipedia Nasdaq-100 changes table,3,"SNDK, WDC, STX",PLTR,13.909271269290636
Nasdaq-100 Top1 PIT membership,2025-11-28,2025-12-01,MU,Micron Technology,1.4029790725738058,2010-12-20,Wikipedia Nasdaq-100 changes table,2,"SNDK, WDC",MU,13.814709385924218
Nasdaq-100 Top1 PIT membership,2025-12-31,2026-01-02,WDC,Western Digital,1.4890602155250843,2025-12-22,Wikipedia Nasdaq-100 changes table,1,SNDK,MU,17.559010979854627
Nasdaq-100 Top1 PIT membership,2026-01-30,2026-02-02,MU,Micron Technology,1.683998028348407,2010-12-20,Wikipedia Nasdaq-100 changes table,1,SNDK,WDC,24.15454082638409
Nasdaq-100 Top1 PIT membership,2026-02-27,2026-03-02,MU,Micron Technology,2.7004548461181184,2010-12-20,Wikipedia Nasdaq-100 changes table,1,SNDK,MU,23.526915096340005
Nasdaq-100 Top1 PIT membership,2026-03-31,2026-04-01,MU,Micron Technology,1.520410483631644,2010-12-20,Wikipedia Nasdaq-100 changes table,1,SNDK,MU,20.455387187026467
Nasdaq-100 Top1 PIT membership,2026-04-30,2026-05-01,SNDK,Sandisk,2.6195523914650924,2026-04-20,Wikipedia Nasdaq-100 changes table,0,,MU,30.003891891114954
