date,equity,units,exposure,allocation
2012-02-14,5.955757832962809,1.0,0.67,TQQQ
2012-02-15,5.866688887145054,1.0,0.67,TQQQ
2012-02-16,6.031000300581154,1.0,0.67,TQQQ
2012-02-17,5.996634408166407,1.0,0.67,TQQQ
2012-02-21,6.030693097805595,1.0,0.67,TQQQ
2012-02-22,5.977320068225383,1.0,0.67,TQQQ
2012-02-23,6.053261844615936,1.0,0.67,TQQQ
2012-02-24,6.092823601922193,1.0,0.67,TQQQ
2012-02-27,6.112537795785941,1.0,0.67,TQQQ
2012-02-28,6.2350542685928065,1.0,0.67,TQQQ
2012-02-29,6.180153788954609,1.0,0.67,TQQQ
2012-03-01,6.280855154328468,1.0,0.67,TQQQ
2012-03-02,6.268164482818987,1.0,0.67,TQQQ
2012-03-05,6.137193950734152,1.0,0.67,TQQQ
2012-03-06,6.0192812572112055,2.0,0.67,TQQQ
2012-03-07,6.202336146735934,2.0,1.34,TQQQ
2012-03-08,6.465936660143271,2.0,1.34,TQQQ
2012-03-09,6.570655393131072,2.0,1.34,TQQQ
2012-03-12,6.584740088804153,2.0,1.34,TQQQ
2012-03-13,7.081795231711714,2.0,1.34,TQQQ
2012-03-14,7.188060798772377,2.0,1.34,TQQQ
2012-03-15,7.261713596893821,2.0,1.34,TQQQ
2012-03-16,7.240492423288511,2.0,1.34,TQQQ
2012-03-19,7.451693723222784,2.0,1.34,TQQQ
2012-03-20,7.506362680707075,1.0,1.34,TQQQ
2012-03-21,7.504654518458945,1.0,0.67,TQQQ
2012-03-22,7.47426659101012,1.0,0.67,TQQQ
2012-03-23,7.4674060711768036,1.0,0.67,TQQQ
2012-03-26,7.728701589988423,1.0,0.67,TQQQ
2012-03-27,7.748528882725289,1.0,0.67,TQQQ
2012-03-28,7.687833887080901,1.0,0.67,TQQQ
2012-03-29,7.634946211690028,1.0,0.67,TQQQ
2012-03-30,7.599281282734056,1.0,0.67,TQQQ
2012-04-02,7.754609963504447,1.0,0.67,TQQQ
2012-04-03,7.755038199731177,1.0,0.67,TQQQ
2012-04-04,7.543072094469063,1.0,0.67,TQQQ
2012-04-05,7.635372114957319,1.0,0.67,TQQQ
2012-04-09,7.5177078110402435,1.0,0.67,TQQQ
2012-04-10,7.274549149479645,2.0,0.67,TQQQ
2012-04-11,7.415582175097417,2.0,1.34,TQQQ
2012-04-12,7.7488368348089045,2.0,1.34,TQQQ
2012-04-13,7.279239484259837,2.0,1.34,TQQQ
2012-04-16,6.972090285026973,2.0,1.34,TQQQ
2012-04-17,7.522813683098397,2.0,1.34,TQQQ
2012-04-18,7.449159938602254,2.0,1.34,TQQQ
2012-04-19,7.126427724131418,2.0,1.34,TQQQ
2012-04-20,7.0235317056918225,2.0,1.34,TQQQ
2012-04-23,6.786641151230227,2.0,1.34,TQQQ
2012-04-24,6.6261013719135216,2.0,1.34,TQQQ
2012-04-25,7.331357805545816,2.0,1.34,TQQQ
2012-04-26,7.507084174045767,2.0,1.34,TQQQ
2012-04-27,7.679477102134496,2.0,1.34,TQQQ
2012-04-30,7.465606177603103,2.0,1.34,TQQQ
2012-05-01,7.522410604973685,2.0,1.34,TQQQ
2012-05-02,7.5889418068279975,2.0,1.34,TQQQ
2012-05-03,7.273077222064456,2.0,1.34,TQQQ
2012-05-04,7.166343874550193,2.0,0.2,TQQQ
