date,action,symbol,units_after,price,drop_from_anchor_pct,from_symbol,to_symbol,units_before,reason
2013-01-08,SELL_EXTRAS,TQQQ,1.0,0.5455,,,,3.0,extra shares max holding days 10
2013-01-08,BUY_EXTRA_1,TQQQ,2.0,0.5455,-15.59,,,,
2013-01-15,BUY_EXTRA_2,TQQQ,3.0,0.5474,-15.29,,,,
2013-01-23,SELL_EXTRAS,TQQQ,1.0,0.5704,,,,3.0,extra shares max holding days 10
2013-01-23,BUY_EXTRA_1,TQQQ,2.0,0.5704,-11.75,,,,
2013-01-24,BUY_EXTRA_2,TQQQ,3.0,0.5476,-15.26,,,,
2013-02-04,RESET_ON_ROTATION,,,0.5076,,TQQQ,SOXL,3.0,
2013-02-20,BUY_EXTRA_1,SOXL,2.0,0.5443,-6.71,,,,
2013-03-06,SELL_EXTRAS,SOXL,1.0,0.5774,,,,2.0,extra shares max holding days 10
2013-03-18,BUY_EXTRA_1,SOXL,2.0,0.5581,-8.71,,,,
2013-04-02,BUY_EXTRA_1,SOXL,2.0,0.5396,-11.73,,,,
2013-04-02,SELL_EXTRAS,SOXL,1.0,0.5396,,,,2.0,extra shares max holding days 10
2013-04-03,BUY_EXTRA_2,SOXL,3.0,0.5072,-17.04,,,,
2013-04-10,SELL_EXTRAS,SOXL,1.0,0.5883,,,,3.0,extra shares profit >= 12%
2013-04-12,BUY_EXTRA_1,SOXL,2.0,0.5739,-6.13,,,,
2013-04-17,BUY_EXTRA_2,SOXL,3.0,0.5093,-16.7,,,,
2013-04-26,SELL_EXTRAS,SOXL,1.0,0.5771,,,,3.0,extra shares max holding days 10
2013-04-26,BUY_EXTRA_1,SOXL,2.0,0.5771,-5.61,,,,
2013-05-02,RESET_ON_ROTATION,,,0.6619,,SOXL,TQQQ,2.0,
2013-06-04,BUY_EXTRA_1,TQQQ,2.0,0.7096,-5.25,,,,
2013-06-18,SELL_EXTRAS,TQQQ,1.0,0.7225,,,,2.0,extra shares max holding days 10
2013-06-19,BUY_EXTRA_1,TQQQ,2.0,0.6998,-6.56,,,,
2013-06-24,BUY_EXTRA_2,TQQQ,3.0,0.6193,-17.31,,,,
2013-07-02,RESET_ON_ROTATION,,,0.7081,,TQQQ,SOXL,3.0,
2013-07-08,BUY_EXTRA_1,SOXL,2.0,0.703,-5.95,,,,
2013-07-11,SELL_EXTRAS,SOXL,1.0,0.7973,,,,2.0,extra shares profit >= 12%
2013-07-24,BUY_EXTRA_1,SOXL,2.0,0.7372,-10.05,,,,
2013-08-07,SELL_EXTRAS,SOXL,1.0,0.7354,,,,2.0,extra shares max holding days 10
2013-08-07,BUY_EXTRA_1,SOXL,2.0,0.7354,-10.27,,,,
2013-08-15,BUY_EXTRA_2,SOXL,3.0,0.6758,-17.54,,,,
2013-08-21,SELL_EXTRAS,SOXL,1.0,0.667,,,,3.0,extra shares max holding days 10
2013-08-21,BUY_EXTRA_1,SOXL,2.0,0.667,-18.62,,,,
2013-08-22,BUY_EXTRA_2,SOXL,3.0,0.6896,-15.86,,,,
2013-08-28,RESET_ON_ROTATION,,,0.7768,,SOXL,TQQQ,3.0,
2013-08-29,RESET_ON_ROTATION,,,0.6802,,TQQQ,SOXL,1.0,
2013-09-04,RESET_ON_ROTATION,,,0.8167,,SOXL,TQQQ,1.0,
2013-10-08,BUY_EXTRA_1,TQQQ,2.0,0.8373,-9.07,,,,
2013-10-16,SELL_EXTRAS,TQQQ,1.0,0.9404,,,,2.0,extra shares profit >= 12%
2013-11-07,BUY_EXTRA_1,TQQQ,2.0,0.9753,-5.81,,,,
2013-11-21,SELL_EXTRAS,TQQQ,1.0,1.05,,,,2.0,extra shares max holding days 10
2013-12-13,BUY_EXTRA_1,TQQQ,2.0,1.0978,-5.14,,,,
2013-12-30,SELL_EXTRAS,TQQQ,1.0,1.208,,,,2.0,extra shares max holding days 10
2014-01-06,BUY_EXTRA_1,TQQQ,2.0,1.1642,-5.48,,,,
2014-01-21,SELL_EXTRAS,TQQQ,1.0,1.2514,,,,2.0,extra shares max holding days 10
2014-01-24,BUY_EXTRA_1,TQQQ,2.0,1.1739,-7.06,,,,
2014-02-07,SELL_EXTRAS,TQQQ,1.0,1.1895,,,,2.0,extra shares max holding days 10
2014-02-07,BUY_EXTRA_1,TQQQ,2.0,1.1895,-5.81,,,,
2014-02-24,SELL_EXTRAS,TQQQ,1.0,1.3211,,,,2.0,extra shares max holding days 10
2014-03-04,RESET_ON_ROTATION,,,1.2553,,TQQQ,SOXL,1.0,
2014-03-13,BUY_EXTRA_1,SOXL,2.0,1.2247,-5.21,,,,
2014-03-20,SELL_EXTRAS,SOXL,1.0,1.3719,,,,2.0,extra shares profit >= 12%
2014-03-27,BUY_EXTRA_1,SOXL,2.0,1.2735,-7.17,,,,
2014-04-01,SELL_EXTRAS,SOXL,1.0,1.4273,,,,2.0,extra shares profit >= 12%
2014-04-04,BUY_EXTRA_1,SOXL,2.0,1.3069,-8.44,,,,
2014-04-11,BUY_EXTRA_2,SOXL,3.0,1.1764,-17.58,,,,
2014-04-21,SELL_EXTRAS,SOXL,1.0,1.3264,,,,3.0,extra shares max holding days 10
2014-04-21,BUY_EXTRA_1,SOXL,2.0,1.3264,-7.07,,,,
2014-05-05,SELL_EXTRAS,SOXL,1.0,1.2721,,,,2.0,extra shares max holding days 10
2014-05-05,BUY_EXTRA_1,SOXL,2.0,1.2721,-10.87,,,,
2014-05-19,BUY_EXTRA_1,SOXL,2.0,1.3129,-8.01,,,,
2014-05-19,SELL_EXTRAS,SOXL,1.0,1.3129,,,,2.0,extra shares max holding days 10
2014-06-03,SELL_EXTRAS,SOXL,1.0,1.5043,,,,2.0,extra shares max holding days 10
2014-07-17,BUY_EXTRA_1,SOXL,2.0,1.707,-7.72,,,,
2014-07-25,BUY_EXTRA_2,SOXL,3.0,1.5542,-15.98,,,,
2014-07-31,SELL_EXTRAS,SOXL,1.0,1.4799,,,,3.0,extra shares max holding days 10
2014-07-31,BUY_EXTRA_1,SOXL,2.0,1.4799,-20.0,,,,
2014-08-01,BUY_EXTRA_2,SOXL,3.0,1.5021,-18.8,,,,
2014-08-04,RESET_ON_ROTATION,,,1.5431,,SOXL,TQQQ,3.0,
2014-09-25,BUY_EXTRA_1,TQQQ,2.0,1.6636,-6.96,,,,
2014-10-09,SELL_EXTRAS,TQQQ,1.0,1.6096,,,,2.0,extra shares max holding days 10
2014-10-09,BUY_EXTRA_1,TQQQ,2.0,1.6096,-9.98,,,,
2014-10-10,BUY_EXTRA_2,TQQQ,3.0,1.4891,-16.72,,,,
2014-10-23,BUY_EXTRA_1,TQQQ,2.0,1.6483,-7.82,,,,
2014-10-23,SELL_EXTRAS,TQQQ,1.0,1.6483,,,,3.0,extra shares max holding days 10
2014-11-03,SELL_EXTRAS,TQQQ,1.0,1.8492,,,,2.0,extra shares profit >= 12%
2014-12-10,BUY_EXTRA_1,TQQQ,2.0,1.9272,-7.88,,,,
2014-12-16,BUY_EXTRA_2,TQQQ,3.0,1.7448,-16.6,,,,
2014-12-24,SELL_EXTRAS,TQQQ,1.0,1.9987,,,,3.0,extra shares max holding days 10
2014-12-31,BUY_EXTRA_1,TQQQ,2.0,1.9349,-7.51,,,,
2015-01-06,BUY_EXTRA_2,TQQQ,3.0,1.76,-15.87,,,,
2015-01-15,SELL_EXTRAS,TQQQ,1.0,1.7332,,,,3.0,extra shares max holding days 10
2015-01-15,BUY_EXTRA_1,TQQQ,2.0,1.7332,-17.15,,,,
2015-01-22,SELL_EXTRAS,TQQQ,1.0,1.9665,,,,2.0,extra shares profit >= 12%
2015-01-22,BUY_EXTRA_1,TQQQ,2.0,1.9665,-6.0,,,,
2015-02-03,RESET_ON_ROTATION,,,1.8516,,TQQQ,SOXL,2.0,
2015-03-03,BUY_EXTRA_1,SOXL,2.0,2.3252,-5.78,,,,
2015-03-17,SELL_EXTRAS,SOXL,1.0,2.2529,,,,2.0,extra shares max holding days 10
2015-03-17,BUY_EXTRA_1,SOXL,2.0,2.2529,-8.71,,,,
2015-03-25,BUY_EXTRA_2,SOXL,3.0,1.9788,-19.81,,,,
2015-03-31,SELL_EXTRAS,SOXL,1.0,2.0633,,,,3.0,extra shares max holding days 10
2015-03-31,BUY_EXTRA_1,SOXL,2.0,2.0633,-16.39,,,,
2015-04-01,BUY_EXTRA_2,SOXL,3.0,2.0245,-17.96,,,,
2015-04-02,RESET_ON_ROTATION,,,2.0139,,SOXL,TQQQ,3.0,
2015-04-17,BUY_EXTRA_1,TQQQ,2.0,2.061,-5.01,,,,
2015-04-24,SELL_EXTRAS,TQQQ,1.0,2.3305,,,,2.0,extra shares profit >= 12%
2015-04-30,BUY_EXTRA_1,TQQQ,2.0,2.1506,-7.72,,,,
2015-05-14,SELL_EXTRAS,TQQQ,1.0,2.262,,,,2.0,extra shares max holding days 10
2015-06-08,BUY_EXTRA_1,TQQQ,2.0,2.1704,-7.4,,,,
2015-06-22,SELL_EXTRAS,TQQQ,1.0,2.335,,,,2.0,extra shares max holding days 10
2015-06-29,BUY_EXTRA_1,TQQQ,2.0,2.0884,-10.9,,,,
2015-07-14,SELL_EXTRAS,TQQQ,1.0,2.2915,,,,2.0,extra shares max holding days 10
2015-07-24,BUY_EXTRA_1,TQQQ,2.0,2.3424,-7.41,,,,
2015-08-07,SELL_EXTRAS,TQQQ,1.0,2.2872,,,,2.0,extra shares max holding days 10
2015-08-07,BUY_EXTRA_1,TQQQ,2.0,2.2872,-9.59,,,,
2015-08-20,BUY_EXTRA_2,TQQQ,3.0,2.0846,-17.6,,,,
2015-08-21,SELL_EXTRAS,TQQQ,1.0,1.8253,,,,3.0,extra shares max holding days 10
2015-08-21,BUY_EXTRA_1,TQQQ,2.0,1.8253,-27.85,,,,
2015-08-24,BUY_EXTRA_2,TQQQ,3.0,1.609,-36.4,,,,
2015-08-25,RESET_ON_ROTATION,,,1.038,,TQQQ,SOXL,3.0,
2015-08-26,RESET_ON_ROTATION,,,1.817,,SOXL,TQQQ,1.0,
2015-09-01,BUY_EXTRA_1,TQQQ,2.0,1.7137,-12.52,,,,
2015-09-11,SELL_EXTRAS,TQQQ,1.0,1.9343,,,,2.0,extra shares profit >= 12%
2015-09-22,BUY_EXTRA_1,TQQQ,2.0,1.8674,-7.68,,,,
2015-09-28,BUY_EXTRA_2,TQQQ,3.0,1.6484,-18.51,,,,
2015-10-06,SELL_EXTRAS,TQQQ,1.0,1.9033,,,,3.0,extra shares max holding days 10
2015-10-06,BUY_EXTRA_1,TQQQ,2.0,1.9033,-5.9,,,,
2015-10-20,SELL_EXTRAS,TQQQ,1.0,2.0735,,,,2.0,extra shares max holding days 10
2015-11-12,BUY_EXTRA_1,TQQQ,2.0,2.2923,-7.62,,,,
2015-11-27,SELL_EXTRAS,TQQQ,1.0,2.4224,,,,2.0,extra shares max holding days 10
2015-12-03,BUY_EXTRA_1,TQQQ,2.0,2.3094,-6.93,,,,
2015-12-17,SELL_EXTRAS,TQQQ,1.0,2.2848,,,,2.0,extra shares max holding days 10
2015-12-17,BUY_EXTRA_1,TQQQ,2.0,2.2848,-7.92,,,,
2016-01-04,BUY_EXTRA_1,TQQQ,2.0,2.1297,-14.17,,,,
2016-01-04,SELL_EXTRAS,TQQQ,1.0,2.1297,,,,2.0,extra shares max holding days 10
2016-01-06,BUY_EXTRA_2,TQQQ,3.0,2.0541,-17.22,,,,
2016-01-19,SELL_EXTRAS,TQQQ,1.0,1.6452,,,,3.0,extra shares max holding days 10
2016-01-19,BUY_EXTRA_1,TQQQ,2.0,1.6452,-33.7,,,,
2016-01-20,BUY_EXTRA_2,TQQQ,3.0,1.6303,-34.3,,,,
2016-02-02,SELL_EXTRAS,TQQQ,1.0,1.6849,,,,3.0,extra shares max holding days 10
2016-02-02,BUY_EXTRA_1,TQQQ,2.0,1.6849,-32.1,,,,
2016-02-03,BUY_EXTRA_2,TQQQ,3.0,1.6611,-33.06,,,,
2016-02-09,RESET_ON_ROTATION,,,0.9786,,TQQQ,SOXL,3.0,
2016-02-10,RESET_ON_ROTATION,,,1.4198,,SOXL,TQQQ,1.0,
2016-03-02,RESET_ON_ROTATION,,,1.4141,,TQQQ,SOXL,1.0,
2016-03-08,BUY_EXTRA_1,SOXL,2.0,1.3777,-6.81,,,,
2016-03-17,SELL_EXTRAS,SOXL,1.0,1.564,,,,2.0,extra shares profit >= 12%
2016-04-07,BUY_EXTRA_1,SOXL,2.0,1.567,-6.21,,,,
2016-04-21,SELL_EXTRAS,SOXL,1.0,1.5646,,,,2.0,extra shares max holding days 10
2016-04-21,BUY_EXTRA_1,SOXL,2.0,1.5646,-7.5,,,,
2016-04-29,BUY_EXTRA_2,SOXL,3.0,1.4075,-16.79,,,,
2016-05-05,SELL_EXTRAS,SOXL,1.0,1.3492,,,,3.0,extra shares max holding days 10
